trial_id,dataset,image_path,question_text,correct_answer_text,think_aloud,stimuli_image_path
453,VisualGenome,images/trial_00453.png,What are the horses walking on?,Sand.,False,stimuli/VisualGenome/images/2348352.jpg
454,VisualGenome,images/trial_00454.png,What is shown under the umbrellas?,Lounge chairs.,False,stimuli/VisualGenome/images/2320333.jpg
455,ScienceQA,images/trial_00455.png,Will these magnets attract or repel each other?,attract,False,stimuli/ScienceQA/images/train/13915/image.png
456,GQA,images/trial_00456.png,Are there any fences?,no,False,stimuli/GQA/images/2331301.jpg
457,VisualGenome,images/trial_00457.png,What is green on ground?,Grass.,False,stimuli/VisualGenome/images/2355706.jpg
458,ChartQA,images/trial_00458.png,What was the average bid-to-win ratio of professional services organizations in 2020?,5.18,False,stimuli/ChartQA/train/png/two_col_82979.png
459,VisualGenome,images/trial_00459.png,Where is this picture?,In a yard.,False,stimuli/VisualGenome/images/2325623.jpg
460,VisualGenome,images/trial_00460.png,What are the people in the black shirts doing?,Walking.,False,stimuli/VisualGenome/images/2332031.jpg
461,CLEVR,images/trial_00461.png,How many things are either tiny things behind the rubber sphere or red rubber cylinders?,3,False,stimuli/CLEVR/images/CLEVR_val_008471.png
462,CLEVR,images/trial_00462.png,Is there anything else that has the same material as the green sphere?,no,False,stimuli/CLEVR/images/CLEVR_val_000153.png
463,VisualGenome,images/trial_00463.png,Who is walking?,The person with gray pants.,False,stimuli/VisualGenome/images/2372158.jpg
464,VisualGenome,images/trial_00464.png,What is the gender of the person on the left?,Male.,False,stimuli/VisualGenome/images/2363517.jpg
465,CLEVR,images/trial_00465.png,Are there more big cyan things behind the large cylinder than purple cylinders behind the big brown rubber sphere?,yes,False,stimuli/CLEVR/images/CLEVR_val_008344.png
466,CLEVR,images/trial_00466.png,Is there a brown matte thing of the same shape as the large brown shiny object?,no,False,stimuli/CLEVR/images/CLEVR_val_008497.png
467,VisualGenome,images/trial_00467.png,Where was this photo taken?,London.,False,stimuli/VisualGenome/images/2362215.jpg
468,VisualGenome,images/trial_00468.png,Where are the black ladders?,Against the wall.,False,stimuli/VisualGenome/images/2376197.jpg
469,VisualGenome,images/trial_00469.png,What color is the dog?,White.,False,stimuli/VisualGenome/images/2316169.jpg
470,VisualGenome,images/trial_00470.png,What color is the bird?,Yellow.,False,stimuli/VisualGenome/images/2340307.jpg
471,VisualGenome,images/trial_00471.png,What is in the sky?,Clouds.,False,stimuli/VisualGenome/images/2351463.jpg
472,GQA,images/trial_00472.png,Are there cars to the right of the container behind the bike?,no,False,stimuli/GQA/images/2319336.jpg
473,ChartQA,images/trial_00473.png,What was the crude birth rate in Bangladesh in 2019?,17.87,False,stimuli/ChartQA/train/png/two_col_100531.png
474,VisualGenome,images/trial_00474.png,What is stuffed in behind the hand rail?,Magazines.,False,stimuli/VisualGenome/images/2373418.jpg
475,VisualGenome,images/trial_00475.png,What color is the banana?,Yellow.,False,stimuli/VisualGenome/images/2366474.jpg
476,ChartQA,images/trial_00476.png,Which country was Mexico's main export partner in 2019?,United States,False,stimuli/ChartQA/train/png/two_col_24358.png
477,VisualGenome,images/trial_00477.png,What type of food is shown?,Pizza.,False,stimuli/VisualGenome/images/2351838.jpg
478,VisualGenome,images/trial_00478.png,When was the picture taken?,Daytime.,False,stimuli/VisualGenome/images/2339949.jpg
479,ChartQA,images/trial_00479.png,"What percentage of Romanians earned more than 6,001 lei per month?",0.7,False,stimuli/ChartQA/train/png/two_col_41126.png
480,VisualGenome,images/trial_00480.png,What is the color of the sky?,Blue.,False,stimuli/VisualGenome/images/2354621.jpg
481,VisualGenome,images/trial_00481.png,What is covering the ground?,Snow.,False,stimuli/VisualGenome/images/2332227.jpg
482,ScienceQA,images/trial_00482.png,"Is a piece of paper a solid, a liquid, or a gas?",a solid,False,stimuli/ScienceQA/images/train/19863/image.png
483,VisualGenome,images/trial_00483.png,Why are there are two dispensers?,Mirror reflection.,False,stimuli/VisualGenome/images/2372972.jpg
484,VisualGenome,images/trial_00484.png,Where is the man?,On a tennis court.,False,stimuli/VisualGenome/images/2353761.jpg
485,VisualGenome,images/trial_00485.png,How many different cats are shown?,1.,False,stimuli/VisualGenome/images/2366327.jpg
486,VisualGenome,images/trial_00486.png,What color is the lamp post?,Black.,False,stimuli/VisualGenome/images/2318252.jpg
487,CLEVR,images/trial_00487.png,Are there more large blue cylinders in front of the green rubber block than brown metallic cylinders on the left side of the green metal thing?,yes,False,stimuli/CLEVR/images/CLEVR_val_007621.png
488,VisualGenome,images/trial_00488.png,What are in the sky?,Clouds.,False,stimuli/VisualGenome/images/2323447.jpg
489,CLEVR,images/trial_00489.png,What material is the big red cube that is to the left of the gray matte object behind the big red cube that is on the left side of the big gray thing made of?,metal,False,stimuli/CLEVR/images/CLEVR_val_008914.png
490,GQA,images/trial_00490.png,Do you see any tall giraffes or fences?,yes,False,stimuli/GQA/images/2354057.jpg
491,VisualGenome,images/trial_00491.png,When will they land?,After catching the frisbee.,False,stimuli/VisualGenome/images/2323778.jpg
492,ChartQA,images/trial_00492.png,What was the market capitalization of the global banking sector in the first quarter of 2020?,7.3,False,stimuli/ChartQA/train/png/two_col_2608.png
493,VisualGenome,images/trial_00493.png,Where is this picture taken?,The bathroom.,False,stimuli/VisualGenome/images/2369279.jpg
494,VisualGenome,images/trial_00494.png,What color is the bag?,Blue.,False,stimuli/VisualGenome/images/2351438.jpg
495,VisualGenome,images/trial_00495.png,Where is the racket?,In the player's hand.,False,stimuli/VisualGenome/images/2364750.jpg
496,ChartQA,images/trial_00496.png,What was Activision Blizzard's net income in the first quarter of 2021?,619,False,stimuli/ChartQA/train/png/two_col_1096.png
497,VisualGenome,images/trial_00497.png,What is stainless steel?,Refrigerator.,False,stimuli/VisualGenome/images/2363794.jpg
498,VisualGenome,images/trial_00498.png,What helps the trains move?,Tracks.,False,stimuli/VisualGenome/images/2328056.jpg
499,ChartQA,images/trial_00499.png,What year did the population of the world begin to grow slowly and steady?,1900,False,stimuli/ChartQA/train/png/two_col_23933.png
500,DocVQA-SinglePage,images/trial_00500.png,Mention the compensation for beck's AD position has been set per annum,"$161,900",False,stimuli/DocVQA/SinglePage/spdocvqa_images/npbn0226_1.png
596,ChartQA,images/trial_00596.png,How many daily active Status users did WhatsApp have worldwide as of the latest reported period?,450,False,stimuli/ChartQA/train/png/two_col_916.png
597,CLEVR,images/trial_00597.png,The large yellow matte thing that is in front of the rubber cylinder has what shape?,sphere,False,stimuli/CLEVR/images/CLEVR_val_007401.png
598,VisualGenome,images/trial_00598.png,When was this photographed?,Daytime.,False,stimuli/VisualGenome/images/2351204.jpg
599,DocVQA-SinglePage,images/trial_00599.png,What is the Consolidated Salary for K. Vaidyanath?,93.00,False,stimuli/DocVQA/SinglePage/spdocvqa_images/nnbx0223_15.png
600,VisualGenome,images/trial_00600.png,What is in the sky?,Clouds.,False,stimuli/VisualGenome/images/2364139.jpg
601,VisualGenome,images/trial_00601.png,What is in between the cake?,Icing.,False,stimuli/VisualGenome/images/2364221.jpg
602,VisualGenome,images/trial_00602.png,Where is the player?,On field.,False,stimuli/VisualGenome/images/2372813.jpg
603,VisualGenome,images/trial_00603.png,What color is the grass?,Green.,False,stimuli/VisualGenome/images/2368749.jpg
604,VisualGenome,images/trial_00604.png,How many people can be seen?,1.,False,stimuli/VisualGenome/images/2340423.jpg
605,GQA,images/trial_00605.png,Is there a dog or a sheep that is lying?,yes,False,stimuli/GQA/images/2387086.jpg
606,VisualGenome,images/trial_00606.png,When did this picture take place?,During the day.,False,stimuli/VisualGenome/images/2327227.jpg
607,VisualGenome,images/trial_00607.png,What color is the child's hat?,Pink.,False,stimuli/VisualGenome/images/2360994.jpg
608,VisualGenome,images/trial_00608.png,What color is the main color of the train?,Blue.,False,stimuli/VisualGenome/images/2367730.jpg
609,ChartQA,images/trial_00609.png,How many men of Hispanic origin died in the United States in 2018?,373.9,False,stimuli/ChartQA/train/png/multi_col_465.png
610,VisualGenome,images/trial_00610.png,What kind of computer is on the table?,A laptop.,False,stimuli/VisualGenome/images/2367665.jpg
611,VisualGenome,images/trial_00611.png,What color is the ground?,Grey.,False,stimuli/VisualGenome/images/2342074.jpg
612,ChartQA,images/trial_00612.png,What was the gross of Harry Potter and the Half-Blood Prince?,301.96,False,stimuli/ChartQA/train/png/multi_col_20261.png
613,VisualGenome,images/trial_00613.png,What is the color of the chair?,White.,False,stimuli/VisualGenome/images/2332840.jpg
614,VisualGenome,images/trial_00614.png,When was the photo taken?,Winter.,False,stimuli/VisualGenome/images/2348951.jpg
615,ChartQA,images/trial_00615.png,How many people worked in the telecommunications industry in 2017?,222048,False,stimuli/ChartQA/train/png/two_col_62130.png
616,ScienceQA,images/trial_00616.png,Which property matches this object?,yellow,False,stimuli/ScienceQA/images/train/20692/image.png
617,VisualGenome,images/trial_00617.png,How do you open the door?,Door knob.,False,stimuli/VisualGenome/images/2366770.jpg
618,DocVQA-SinglePage,images/trial_00618.png,Who said chemicals should be reduced to extent feasible?,DR. ARTHUR UPTON,False,stimuli/DocVQA/SinglePage/spdocvqa_images/fymk0226_3.png
619,ChartQA,images/trial_00619.png,What was Narita International Airport's previous freight volume?,2.04,False,stimuli/ChartQA/train/png/two_col_43321.png
620,VisualGenome,images/trial_00620.png,What is flying in the picture?,A jet.,False,stimuli/VisualGenome/images/2341734.jpg
621,CLEVR,images/trial_00621.png,There is a object on the left side of the cyan shiny object; is its shape the same as the small metal thing behind the small blue cube?,yes,False,stimuli/CLEVR/images/CLEVR_val_010211.png
622,GQA,images/trial_00622.png,Is there any grass that is not brown?,yes,False,stimuli/GQA/images/2333105.jpg
623,VisualGenome,images/trial_00623.png,Where is the red seat in the photo?,Next to the trees.,False,stimuli/VisualGenome/images/2375029.jpg
624,VisualGenome,images/trial_00624.png,What color is this bear?,Black.,False,stimuli/VisualGenome/images/2324184.jpg
625,VisualGenome,images/trial_00625.png,How many heads are here?,One.,False,stimuli/VisualGenome/images/2320627.jpg
626,VisualGenome,images/trial_00626.png,What is striped?,Zebra's fur.,False,stimuli/VisualGenome/images/2363277.jpg
627,VisualGenome,images/trial_00627.png,Why to see the horses?,Eating.,False,stimuli/VisualGenome/images/2326151.jpg
628,GQA,images/trial_00628.png,Are there either crates or bowls?,no,False,stimuli/GQA/images/2343911.jpg
629,GQA,images/trial_00629.png,Is there either any white steam or smoke?,yes,False,stimuli/GQA/images/2411180.jpg
630,ChartQA,images/trial_00630.png,What was the youth unemployment rate in Honduras in 2019?,10.55,False,stimuli/ChartQA/train/png/two_col_83257.png
631,DocVQA-SinglePage,images/trial_00631.png,what is the title of Table II?,Emergency Protein Allowances,False,stimuli/DocVQA/SinglePage/spdocvqa_images/mqyg0227_28.png
632,ChartQA,images/trial_00632.png,How many Rossman stores were there in Germany in January of 2019?,112,False,stimuli/ChartQA/train/png/multi_col_1477.png
633,ChartQA,images/trial_00633.png,What was the second largest category for Progressive Leasing in 2019?,Jewelry,False,stimuli/ChartQA/train/png/two_col_100873.png
634,ChartQA,images/trial_00634.png,How many Zumiez stores did Zumiez operate in 2020?,721,False,stimuli/ChartQA/train/png/two_col_23505.png
635,VisualGenome,images/trial_00635.png,How many buses?,1.,False,stimuli/VisualGenome/images/2336822.jpg
636,VisualGenome,images/trial_00636.png,What is flying in the sky with a long tail?,Kite.,False,stimuli/VisualGenome/images/2372576.jpg
637,GQA,images/trial_00637.png,Do you see any buses to the right of the people on the left?,no,False,stimuli/GQA/images/2379353.jpg
638,CLEVR,images/trial_00638.png,How many other rubber cylinders have the same color as the cylinder?,0,False,stimuli/CLEVR/images/CLEVR_val_005222.png
639,ChartQA,images/trial_00639.png,What social network generated 7.53 percent of global referral traffic in the second half of 2017?,Pinterest,False,stimuli/ChartQA/train/png/two_col_5072.png
640,DocVQA-SinglePage,images/trial_00640.png,What is the unit price in the first row of the table,126.60,False,stimuli/DocVQA/SinglePage/spdocvqa_images/yrmg0227_6.png
641,CLEVR,images/trial_00641.png,How many other objects are the same shape as the big red object?,0,False,stimuli/CLEVR/images/CLEVR_val_014862.png
642,VisualGenome,images/trial_00642.png,How many people skateboarding?,One.,False,stimuli/VisualGenome/images/2324952.jpg
643,VisualGenome,images/trial_00643.png,What type is the refrigerator?,A white refrigerator with a freezer.,False,stimuli/VisualGenome/images/2359731.jpg
644,ChartQA,images/trial_00644.png,What was the index value for department store sales in the second quarter of 2018?,100.5,False,stimuli/ChartQA/train/png/two_col_103159.png
645,VisualGenome,images/trial_00645.png,What is the fence made of?,Metal.,False,stimuli/VisualGenome/images/2374640.jpg
646,VisualGenome,images/trial_00646.png,What color is his shirt?,Blue.,False,stimuli/VisualGenome/images/2339303.jpg
647,VisualGenome,images/trial_00647.png,How many sheep are in the picture?,One.,False,stimuli/VisualGenome/images/2358054.jpg
648,VisualGenome,images/trial_00648.png,What is under the man?,The surfboard.,False,stimuli/VisualGenome/images/2339644.jpg
649,DocVQA-SinglePage,images/trial_00649.png,Where is the Great Western Sugar Company located?,"Deaver, Colorado",False,stimuli/DocVQA/SinglePage/spdocvqa_images/lhjh0227_1.png
650,VisualGenome,images/trial_00650.png,What is missing from the picture?,Color.,False,stimuli/VisualGenome/images/2340502.jpg
651,VisualGenome,images/trial_00651.png,How many zebras are in this picture?,Two.,False,stimuli/VisualGenome/images/2348576.jpg
652,CLEVR,images/trial_00652.png,Is the color of the small metallic cylinder the same as the tiny ball?,yes,False,stimuli/CLEVR/images/CLEVR_val_014258.png
653,VisualGenome,images/trial_00653.png,What color is his shirt?,Red.,False,stimuli/VisualGenome/images/2329723.jpg
654,VisualGenome,images/trial_00654.png,What shape and color is the sign on the building?,Rectangular and yellow.,False,stimuli/VisualGenome/images/497923.jpg
655,VisualGenome,images/trial_00655.png,Who is flying?,The birds.,False,stimuli/VisualGenome/images/2341189.jpg
656,DocVQA-SinglePage,images/trial_00656.png,What is the designation of Dr. William J. Darby?,president,False,stimuli/DocVQA/SinglePage/spdocvqa_images/nqpp0227_3.png
657,VisualGenome,images/trial_00657.png,What color is round sign on the black pole in the foreground of the photo?,Red and white.,False,stimuli/VisualGenome/images/2330722.jpg
658,VisualGenome,images/trial_00658.png,What two colors are the giraffe's?,Brown and white.,False,stimuli/VisualGenome/images/2336528.jpg
659,VisualGenome,images/trial_00659.png,What is standing near the train?,2 poles.,False,stimuli/VisualGenome/images/2373820.jpg
660,VisualGenome,images/trial_00660.png,What is the man in front doing?,Sitting.,False,stimuli/VisualGenome/images/2336265.jpg
661,ChartQA,images/trial_00661.png,What was the number of deaths from tuberculosis in Indonesia in 2017?,40,False,stimuli/ChartQA/train/png/two_col_23211.png
662,VisualGenome,images/trial_00662.png,How many black pillows are on the bed?,Two.,False,stimuli/VisualGenome/images/2360100.jpg
663,DocVQA-SinglePage,images/trial_00663.png,What is the Page Number?,73,False,stimuli/DocVQA/SinglePage/spdocvqa_images/fywn0226_73.png
664,VisualGenome,images/trial_00664.png,What is the man with cap holding?,Box of donuts.,False,stimuli/VisualGenome/images/2328034.jpg
665,VisualGenome,images/trial_00665.png,What kind of animals are these?,Ducks.,False,stimuli/VisualGenome/images/2342173.jpg
666,VisualGenome,images/trial_00666.png,What color is the grass?,Green.,False,stimuli/VisualGenome/images/2355658.jpg
667,CLEVR,images/trial_00667.png,Does the tiny rubber cube have the same color as the big sphere?,yes,False,stimuli/CLEVR/images/CLEVR_val_011466.png
668,VisualGenome,images/trial_00668.png,Where is the plate?,On a table.,False,stimuli/VisualGenome/images/2330997.jpg
669,CLEVR,images/trial_00669.png,What is the size of the cube that is both behind the small rubber cube and left of the big brown thing?,large,False,stimuli/CLEVR/images/CLEVR_val_007461.png
670,CLEVR,images/trial_00670.png,How many other objects are there of the same shape as the tiny metal object?,0,False,stimuli/CLEVR/images/CLEVR_val_008791.png
671,VisualGenome,images/trial_00671.png,What item is covering the table?,A table cloth.,False,stimuli/VisualGenome/images/2370709.jpg
672,VisualGenome,images/trial_00672.png,What color is the box?,White.,False,stimuli/VisualGenome/images/2321857.jpg
673,CLEVR,images/trial_00673.png,Does the small green cylinder have the same material as the big purple cylinder that is on the left side of the tiny shiny block?,no,False,stimuli/CLEVR/images/CLEVR_val_002957.png
674,DocVQA-SinglePage,images/trial_00674.png,What is the second title in the document?,GENERAL SURGERY SERVICE,False,stimuli/DocVQA/SinglePage/spdocvqa_images/yljd0227_23.png
675,VisualGenome,images/trial_00675.png,Where was the photo taken?,Overlooking a beach.,False,stimuli/VisualGenome/images/498262.jpg
676,VisualGenome,images/trial_00676.png,What do they eat?,Greens.,False,stimuli/VisualGenome/images/2320479.jpg
677,VisualGenome,images/trial_00677.png,Where is a white hat?,On woman's head.,False,stimuli/VisualGenome/images/2358450.jpg
678,ChartQA,images/trial_00678.png,What was British Columbia's GDP in 2019?,253048.7,False,stimuli/ChartQA/train/png/two_col_2947.png
679,CLEVR,images/trial_00679.png,What number of green things are rubber spheres or metallic things?,1,False,stimuli/CLEVR/images/CLEVR_val_008912.png
680,GQA,images/trial_00680.png,Is the table made of metal?,no,False,stimuli/GQA/images/2333033.jpg
681,VisualGenome,images/trial_00681.png,How many hot dogs are there?,One.,False,stimuli/VisualGenome/images/2365992.jpg
682,GQA,images/trial_00682.png,What size is the barn?,large,False,stimuli/GQA/images/2350110.jpg
683,CLEVR,images/trial_00683.png,The big rubber object that is the same shape as the small gray metal object is what color?,purple,False,stimuli/CLEVR/images/CLEVR_val_003019.png
684,VisualGenome,images/trial_00684.png,Who is in the pic?,No one.,False,stimuli/VisualGenome/images/2369253.jpg
685,VisualGenome,images/trial_00685.png,When was the picture taken?,Daytime.,False,stimuli/VisualGenome/images/2350499.jpg
686,CLEVR,images/trial_00686.png,There is a metal thing that is to the left of the green shiny ball that is behind the purple sphere; what is its color?,purple,False,stimuli/CLEVR/images/CLEVR_val_002961.png
687,ChartQA,images/trial_00687.png,How much red meat was produced in the United States in 2018?,53507,False,stimuli/ChartQA/train/png/two_col_62536.png
688,DocVQA-Infographics,images/trial_00688.png,What percentage of people in UK have no enough time to be creative?,46%,False,stimuli/DocVQA/Infographics/infographicsvqa_images/37973.jpeg
689,VisualGenome,images/trial_00689.png,What little pebbles line the train tracks?,Gravel.,False,stimuli/VisualGenome/images/2361951.jpg
690,CLEVR,images/trial_00690.png,What is the shape of the tiny object that is made of the same material as the red ball?,sphere,False,stimuli/CLEVR/images/CLEVR_val_014798.png
691,DocVQA-SinglePage,images/trial_00691.png,when is the publication target given in the report ?,OCTOBER 2002,False,stimuli/DocVQA/SinglePage/spdocvqa_images/qpvw0217_17.png
692,ChartQA,images/trial_00692.png,How many unique visitors did Yelp.com have in the first quarter of 2015?,142,False,stimuli/ChartQA/train/png/two_col_4708.png
693,DocVQA-SinglePage,images/trial_00693.png,What are solvents mentioned in the product information?,alcohol and water,False,stimuli/DocVQA/SinglePage/spdocvqa_images/mxgw0023_1.png
694,VisualGenome,images/trial_00694.png,What type of flooring is this?,Tile.,False,stimuli/VisualGenome/images/2362951.jpg
695,CLEVR,images/trial_00695.png,Is the number of small purple metal things in front of the big gray block less than the number of rubber cylinders?,no,False,stimuli/CLEVR/images/CLEVR_val_008180.png
696,DocVQA-SinglePage,images/trial_00696.png,what is the table no.?,iii,False,stimuli/DocVQA/SinglePage/spdocvqa_images/mqyg0227_32.png
697,VisualGenome,images/trial_00697.png,What color is the main vase?,Red.,False,stimuli/VisualGenome/images/2333112.jpg
698,DocVQA-SinglePage,images/trial_00698.png,What percentage of royalty is given to JOHN C. HEGENAUER as per the document?,20%,False,stimuli/DocVQA/SinglePage/spdocvqa_images/pznk0226_6.png
699,VisualGenome,images/trial_00699.png,What is the woman playing tennis on?,A blue court.,False,stimuli/VisualGenome/images/2375541.jpg
700,VisualGenome,images/trial_00700.png,What is on the leaf?,A bird.,False,stimuli/VisualGenome/images/2332359.jpg
701,CLEVR,images/trial_00701.png,Is there a tiny yellow metal ball?,yes,False,stimuli/CLEVR/images/CLEVR_val_000786.png
702,VisualGenome,images/trial_00702.png,How many fire hydrants are in the picture?,One.,False,stimuli/VisualGenome/images/2357854.jpg
703,VisualGenome,images/trial_00703.png,What type of bed is this?,Four poster bed.,False,stimuli/VisualGenome/images/2355236.jpg
704,ChartQA,images/trial_00704.png,What was Australia's GDP per capita in 2020?,1,False,stimuli/ChartQA/train/png/two_col_42107.png
705,VisualGenome,images/trial_00705.png,Where are the planes?,The planes are in the air.,False,stimuli/VisualGenome/images/2363556.jpg
706,VisualGenome,images/trial_00706.png,Who is on top of a horse?,The girl.,False,stimuli/VisualGenome/images/2367113.jpg
707,DocVQA-SinglePage,images/trial_00707.png,what is the Male RDA* for Protein ?,65,False,stimuli/DocVQA/SinglePage/spdocvqa_images/lgwd0227_3.png
708,GQA,images/trial_00708.png,Is this a leather bed?,no,False,stimuli/GQA/images/150282.jpg
709,VisualGenome,images/trial_00709.png,What color is the purse?,Green.,False,stimuli/VisualGenome/images/2351104.jpg
710,VisualGenome,images/trial_00710.png,Where is this scene?,In an airport.,False,stimuli/VisualGenome/images/285656.jpg
711,VisualGenome,images/trial_00711.png,What is in the sky that is white?,Clouds.,False,stimuli/VisualGenome/images/2363631.jpg
712,VisualGenome,images/trial_00712.png,Who is riding the taller horse?,White haired woman.,False,stimuli/VisualGenome/images/2366310.jpg
713,VisualGenome,images/trial_00713.png,What kind of bird is in the photo?,An emu.,False,stimuli/VisualGenome/images/2344328.jpg
714,VisualGenome,images/trial_00714.png,What is on the table?,A knife.,False,stimuli/VisualGenome/images/2354590.jpg
715,ChartQA,images/trial_00715.png,How many people accessed King's apps per month in the first quarter of 2021?,258,False,stimuli/ChartQA/train/png/two_col_42198.png
716,VisualGenome,images/trial_00716.png,When was picture taken?,Daytime.,False,stimuli/VisualGenome/images/2351480.jpg
717,GQA,images/trial_00717.png,Is there a skateboard in the image?,yes,False,stimuli/GQA/images/2334114.jpg
718,ChartQA,images/trial_00718.png,How many people are forecast to travel over the Thanksgiving holiday period in 2020?,50.6,False,stimuli/ChartQA/train/png/two_col_1920.png
719,VisualGenome,images/trial_00719.png,What color are the herbs?,Green.,False,stimuli/VisualGenome/images/2354782.jpg
720,ChartQA,images/trial_00720.png,What was the expected increase in retail sales of food items in the UK in 2017?,1.1,False,stimuli/ChartQA/train/png/two_col_5161.png
721,VisualGenome,images/trial_00721.png,Where was this photo taken?,The elephants natural habitat.,False,stimuli/VisualGenome/images/2352765.jpg
722,VisualGenome,images/trial_00722.png,Where is the flip flop?,On top.,False,stimuli/VisualGenome/images/2369524.jpg
723,VisualGenome,images/trial_00723.png,What color are pencils?,Yellow and blue.,False,stimuli/VisualGenome/images/2351167.jpg
724,VisualGenome,images/trial_00724.png,When was the picture taken?,Daytime.,False,stimuli/VisualGenome/images/2336854.jpg
725,DocVQA-SinglePage,images/trial_00725.png,Who is the Chairman?,Dr. M.R. Alderson,False,stimuli/DocVQA/SinglePage/spdocvqa_images/hycv0228_5.png
726,VisualGenome,images/trial_00726.png,What color is the water?,The water is blue.,False,stimuli/VisualGenome/images/2328693.jpg
727,VisualGenome,images/trial_00727.png,What color is the car all the way to the left?,Red.,False,stimuli/VisualGenome/images/2321344.jpg
728,DocVQA-SinglePage,images/trial_00728.png,What is the fare specified?,34.04,False,stimuli/DocVQA/SinglePage/spdocvqa_images/tykp0227_22.png
729,VisualGenome,images/trial_00729.png,What is this in front of car?,Parking meter.,False,stimuli/VisualGenome/images/2360367.jpg
730,ChartQA,images/trial_00730.png,How many offerings did Wefunder have as of May 2017?,95,False,stimuli/ChartQA/train/png/two_col_21925.png
731,GQA,images/trial_00731.png,Do you see any trays or kites?,yes,False,stimuli/GQA/images/2384811.jpg
732,VisualGenome,images/trial_00732.png,Where is the bird?,On a stone wall.,False,stimuli/VisualGenome/images/2346605.jpg
733,GQA,images/trial_00733.png,Are there cows or sheep that are not standing?,no,False,stimuli/GQA/images/2353654.jpg
734,VisualGenome,images/trial_00734.png,Who is in the photo?,People.,False,stimuli/VisualGenome/images/2345766.jpg
735,VisualGenome,images/trial_00735.png,What is cut into circles?,Banana.,False,stimuli/VisualGenome/images/2360531.jpg
736,DocVQA-SinglePage,images/trial_00736.png,which filters are washed using water?,eimco,False,stimuli/DocVQA/SinglePage/spdocvqa_images/hgph0227_5.png
737,CLEVR,images/trial_00737.png,There is a cylinder on the right side of the brown cylinder; what color is it?,yellow,False,stimuli/CLEVR/images/CLEVR_val_007075.png
738,VisualGenome,images/trial_00738.png,What are the whitish like food items shown?,Mushrooms.,False,stimuli/VisualGenome/images/2357633.jpg
739,DocVQA-SinglePage,images/trial_00739.png,When is the Timing for Atlanta GA?,September 1997,False,stimuli/DocVQA/SinglePage/spdocvqa_images/pgxg0226_1.png
740,VisualGenome,images/trial_00740.png,How many people are there?,Two.,False,stimuli/VisualGenome/images/2340922.jpg
741,GQA,images/trial_00741.png,Do you see any placemats or fire hydrants?,no,False,stimuli/GQA/images/2347615.jpg
742,VisualGenome,images/trial_00742.png,What is the cow doing?,Eating.,False,stimuli/VisualGenome/images/2329207.jpg
743,VisualGenome,images/trial_00743.png,What color are the trees?,Green.,False,stimuli/VisualGenome/images/2341954.jpg
744,DocVQA-SinglePage,images/trial_00744.png,What is the Page Number?,171,False,stimuli/DocVQA/SinglePage/spdocvqa_images/kywn0226_173.png
745,CLEVR,images/trial_00745.png,What material is the cyan cylinder?,rubber,False,stimuli/CLEVR/images/CLEVR_val_009419.png
746,GQA,images/trial_00746.png,Is there a pillow or a blanket in the image?,yes,False,stimuli/GQA/images/2333783.jpg
747,ChartQA,images/trial_00747.png,What was the average number of people who attended matches of the Jupiler Pro League in 2017?,10704,False,stimuli/ChartQA/train/png/two_col_43390.png
748,VisualGenome,images/trial_00748.png,What color is his boots?,Black.,False,stimuli/VisualGenome/images/2320509.jpg
749,VisualGenome,images/trial_00749.png,How is the water?,Choppy.,False,stimuli/VisualGenome/images/2345291.jpg
750,VisualGenome,images/trial_00750.png,What animal does this ear belong to?,An elephant.,False,stimuli/VisualGenome/images/2369339.jpg
751,VisualGenome,images/trial_00751.png,How many cows are there?,1.,False,stimuli/VisualGenome/images/2331687.jpg
752,ChartQA,images/trial_00752.png,What was Yandex's net income in 2020?,24.15,False,stimuli/ChartQA/train/png/two_col_43079.png
753,VisualGenome,images/trial_00753.png,How many clocks are on the stereo?,One.,False,stimuli/VisualGenome/images/2351454.jpg
754,VisualGenome,images/trial_00754.png,What is on top of the fridge?,Magnets.,False,stimuli/VisualGenome/images/2372433.jpg
755,VisualGenome,images/trial_00755.png,Where is the cat?,On a blanket.,False,stimuli/VisualGenome/images/2345178.jpg
756,CLEVR,images/trial_00756.png,There is a rubber object left of the rubber cylinder that is on the left side of the large rubber object that is in front of the big green matte object; what is its size?,small,False,stimuli/CLEVR/images/CLEVR_val_008975.png
757,VisualGenome,images/trial_00757.png,What is behind the street?,Trees.,False,stimuli/VisualGenome/images/2365092.jpg
758,ChartQA,images/trial_00758.png,What was the total number of people using the internet in Germany in November 2020?,61.17,False,stimuli/ChartQA/train/png/two_col_20965.png
759,CLEVR,images/trial_00759.png,There is a shiny thing that is behind the blue matte object and in front of the small gray metallic cube; what size is it?,large,False,stimuli/CLEVR/images/CLEVR_val_003190.png
760,ChartQA,images/trial_00760.png,Which country was the leading destination country for U.S. chemical exports in 2019?,Canada,False,stimuli/ChartQA/train/png/two_col_22580.png
761,GQA,images/trial_00761.png,Does the leaf have the same color as the shoe?,yes,False,stimuli/GQA/images/2348733.jpg
762,VisualGenome,images/trial_00762.png,How many people are pictured?,None.,False,stimuli/VisualGenome/images/2339747.jpg
763,CLEVR,images/trial_00763.png,Is the number of gray rubber things in front of the small gray object less than the number of things that are to the left of the tiny brown matte cube?,yes,False,stimuli/CLEVR/images/CLEVR_val_002718.png
